"plate_id","garden","meso_id","soil_id","seed_id","intact_seeds","seed_code","plating_date","germination_date","fungidate_type","fungi_type","death_date","obs","notes","colonization","home_away"
417,"WIL",18,"HR","HG",9,"D",2025-07-24,NA,"8/7-O/F","O/F",NA,"TN","shiny pink",1,"Away"
417,"WIL",18,"HR","HG",9,"E",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
417,"WIL",18,"HR","HG",9,"F",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
417,"WIL",18,"HR","HG",9,"G",2025-07-24,NA,"8/7-O/F","O/F",NA,"TN","shiny pink",1,"Away"
417,"WIL",18,"HR","HG",9,"H",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
417,"WIL",18,"HR","HG",9,"I",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
419,"WIL",20,"SR","NG",4,"A",2025-07-24,2025-08-13,NA,NA,NA,"TN",NA,0,"Away"
419,"WIL",20,"SR","NG",4,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
419,"WIL",20,"SR","NG",4,"C",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
419,"WIL",20,"SR","NG",4,"D",2025-07-24,NA,"8/7-O","O",NA,"TN","shiny black",1,"Away"
418,"WIL",20,"SR","BB",3,"A",2025-07-24,NA,"8/7-O","O",NA,"TN","shiny white",1,"Away"
418,"WIL",20,"SR","BB",3,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
418,"WIL",20,"SR","BB",3,"C",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
421,"WIL",23,"OH","OH",4,"A",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Home"
421,"WIL",23,"OH","OH",4,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Home"
421,"WIL",23,"OH","OH",4,"C",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Home"
421,"WIL",23,"OH","OH",4,"D",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Home"
420,"WIL",23,"OH","HG",3,"A",2025-07-24,2025-08-13,NA,NA,NA,"TN",NA,0,"Away"
420,"WIL",23,"OH","HG",3,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
420,"WIL",23,"OH","HG",3,"C",2025-07-24,NA,NA,NA,NA,"TN","missing",0,"Away"
424,"WIL",25,"RC","TI",3,"A",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
424,"WIL",25,"RC","TI",3,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
424,"WIL",25,"RC","TI",3,"C",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
423,"WIL",25,"RC","NG",4,"A",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
423,"WIL",25,"RC","NG",4,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
423,"WIL",25,"RC","NG",4,"C",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
423,"WIL",25,"RC","NG",4,"D",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
422,"WIL",25,"RC","BB",6,"A",2025-07-24,2025-08-13,NA,NA,NA,"TN",NA,0,"Away"
422,"WIL",25,"RC","BB",6,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
422,"WIL",25,"RC","BB",6,"C",2025-07-24,2025-08-07,NA,NA,NA,"TN",NA,0,"Away"
422,"WIL",25,"RC","BB",6,"D",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
422,"WIL",25,"RC","BB",6,"E",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
422,"WIL",25,"RC","BB",6,"F",2025-07-24,NA,NA,NA,NA,"TN","missing",0,"Away"
426,"WIL",27,"TI","TI",5,"A",2025-07-24,NA,"8/20-F","F",NA,"TN","fluffy white",1,"Home"
426,"WIL",27,"TI","TI",5,"B",2025-07-24,2025-08-07,NA,NA,NA,"TN",NA,0,"Home"
426,"WIL",27,"TI","TI",5,"C",2025-07-24,NA,"7/29-F","F",NA,"TN","fluffy white- yellow at bottom",1,"Home"
426,"WIL",27,"TI","TI",5,"D",2025-07-24,2025-08-13,"8/20-F","F",NA,"TN","fluffy white",1,"Home"
426,"WIL",27,"TI","TI",5,"E",2025-07-24,NA,"8/13-F","F",NA,"TN","fluffy white",1,"Home"
425,"WIL",27,"TI","RC",5,"A",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
425,"WIL",27,"TI","RC",5,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
425,"WIL",27,"TI","RC",5,"C",2025-07-24,NA,NA,NA,NA,"TN","small/damaged seed",0,"Away"
425,"WIL",27,"TI","RC",5,"D",2025-07-24,NA,NA,NA,NA,"TN","small/damaged seed",0,"Away"
425,"WIL",27,"TI","RC",5,"E",2025-07-24,NA,NA,NA,NA,"TN","small/damaged seed",0,"Away"
429,"WIL",28,"HG","SR",3,"A",2025-07-24,NA,NA,NA,NA,"TN","crushed- not plated",0,"Away"
429,"WIL",28,"HG","SR",3,"B",2025-07-24,NA,NA,NA,NA,"TN","crushed- not plated",0,"Away"
429,"WIL",28,"HG","SR",3,"C",2025-07-24,NA,NA,NA,NA,"TN","crushed- not plated",0,"Away"
427,"WIL",28,"HG","CR",8,"A",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
427,"WIL",28,"HG","CR",8,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
427,"WIL",28,"HG","CR",8,"C",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
427,"WIL",28,"HG","CR",8,"D",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
427,"WIL",28,"HG","CR",8,"E",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
427,"WIL",28,"HG","CR",8,"F",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
427,"WIL",28,"HG","CR",8,"G",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
427,"WIL",28,"HG","CR",8,"H",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
428,"WIL",28,"HG","OH",5,"A",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
428,"WIL",28,"HG","OH",5,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
428,"WIL",28,"HG","OH",5,"C",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
428,"WIL",28,"HG","OH",5,"D",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
428,"WIL",28,"HG","OH",5,"E",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
431,"WIL",30,"CR","TI",3,"A",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
431,"WIL",30,"CR","TI",3,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
431,"WIL",30,"CR","TI",3,"C",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
430,"WIL",30,"CR","BB",5,"A",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
430,"WIL",30,"CR","BB",5,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
430,"WIL",30,"CR","BB",5,"C",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
430,"WIL",30,"CR","BB",5,"D",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
430,"WIL",30,"CR","BB",5,"E",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
432,"WIL",32,"NG","NG",7,"A",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Home"
432,"WIL",32,"NG","NG",7,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Home"
432,"WIL",32,"NG","NG",7,"C",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Home"
432,"WIL",32,"NG","NG",7,"D",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Home"
432,"WIL",32,"NG","NG",7,"E",2025-07-24,2025-09-04,NA,NA,NA,"TN",NA,0,"Home"
432,"WIL",32,"NG","NG",7,"F",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Home"
432,"WIL",32,"NG","NG",7,"G",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Home"
433,"WIL",32,"NG","RC",3,"A",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
433,"WIL",32,"NG","RC",3,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
433,"WIL",32,"NG","RC",3,"C",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
436,"WIL",34,"HG","SR",1,"A",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
434,"WIL",34,"HG","CR",6,"A",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
434,"WIL",34,"HG","CR",6,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
434,"WIL",34,"HG","CR",6,"C",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
434,"WIL",34,"HG","CR",6,"D",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
434,"WIL",34,"HG","CR",6,"E",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
434,"WIL",34,"HG","CR",6,"F",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
435,"WIL",34,"HG","OH",2,"A",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
435,"WIL",34,"HG","OH",2,"B",2025-07-24,NA,NA,NA,NA,"TN",NA,0,"Away"
437,"WIL",36,"HG","HR",10,"A",2025-07-28,NA,NA,NA,NA,"HL","HG missing, plated HR instead",0,"Away"
437,"WIL",36,"HG","HR",10,"B",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
437,"WIL",36,"HG","HR",10,"C",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
437,"WIL",36,"HG","HR",10,"D",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
437,"WIL",36,"HG","HR",10,"E",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
437,"WIL",36,"HG","HR",10,"F",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
437,"WIL",36,"HG","HR",10,"G",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
437,"WIL",36,"HG","HR",10,"H",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
437,"WIL",36,"HG","HR",10,"I",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
437,"WIL",36,"HG","HR",10,"J",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
438,"WIL",39,"CR","CR",5,"A",2025-07-28,NA,"8/7-O/F","O/F",NA,"HL","gluey white",1,"Home"
438,"WIL",39,"CR","CR",5,"B",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Home"
438,"WIL",39,"CR","CR",5,"C",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Home"
438,"WIL",39,"CR","CR",5,"D",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Home"
438,"WIL",39,"CR","CR",5,"E",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Home"
439,"WIL",39,"CR","HG",5,"A",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
439,"WIL",39,"CR","HG",5,"B",2025-07-28,NA,"8/7-F","F",NA,"HL","circular fluey white",1,"Away"
439,"WIL",39,"CR","HG",5,"C",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
439,"WIL",39,"CR","HG",5,"D",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
439,"WIL",39,"CR","HG",5,"E",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
440,"WIL",42,"SR","HG",5,"A",2025-07-28,NA,"8/7-O","O",NA,"HL","shiny white",1,"Away"
440,"WIL",42,"SR","HG",5,"B",2025-07-28,NA,"8/7-O","O",NA,"HL","shiny white",1,"Away"
440,"WIL",42,"SR","HG",5,"C",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
440,"WIL",42,"SR","HG",5,"D",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
440,"WIL",42,"SR","HG",5,"E",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
442,"WIL",43,"OH","TI",2,"A",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
442,"WIL",43,"OH","TI",2,"B",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
441,"WIL",43,"OH","NG",7,"A",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
441,"WIL",43,"OH","NG",7,"B",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
441,"WIL",43,"OH","NG",7,"C",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
441,"WIL",43,"OH","NG",7,"D",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
441,"WIL",43,"OH","NG",7,"E",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
441,"WIL",43,"OH","NG",7,"F",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
441,"WIL",43,"OH","NG",7,"G",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
444,"WIL",44,"NG","SR",6,"A",2025-07-28,NA,"8/7-O/F","O/F",NA,"HL","shiny pink with spots",1,"Away"
444,"WIL",44,"NG","SR",6,"B",2025-07-28,NA,"8/7-O/F","O/F",NA,"HL","shiny pink with spots",1,"Away"
444,"WIL",44,"NG","SR",6,"C",2025-07-28,2025-08-07,"8/7-O/F","O/F",NA,"HL","shiny pink with spots",1,"Away"
444,"WIL",44,"NG","SR",6,"D",2025-07-28,NA,"8/7-O/F","O/F",NA,"HL","shiny pink with spots",1,"Away"
444,"WIL",44,"NG","SR",6,"E",2025-07-28,NA,"8/7-O/F","O/F",NA,"HL","shiny pink with spots",1,"Away"
444,"WIL",44,"NG","SR",6,"F",2025-07-28,NA,NA,NA,NA,"HL","missing",0,"Away"
443,"WIL",44,"NG","OH",7,"A",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
443,"WIL",44,"NG","OH",7,"B",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
443,"WIL",44,"NG","OH",7,"C",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
443,"WIL",44,"NG","OH",7,"D",2025-07-28,NA,"8/7-O","O",NA,"HL","gluey shiny white",1,"Away"
443,"WIL",44,"NG","OH",7,"E",2025-07-28,2025-08-13,NA,NA,NA,"HL",NA,0,"Away"
443,"WIL",44,"NG","OH",7,"F",2025-07-28,NA,"8/7-O","O",NA,"HL","gluey shiny white",1,"Away"
443,"WIL",44,"NG","OH",7,"G",2025-07-28,NA,"8/7-O","O",NA,"HL","gluey shiny white",1,"Away"
446,"WIL",46,"BB","SR",4,"A",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
446,"WIL",46,"BB","SR",4,"B",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
446,"WIL",46,"BB","SR",4,"C",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
446,"WIL",46,"BB","SR",4,"D",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
445,"WIL",46,"BB","CR",6,"A",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
445,"WIL",46,"BB","CR",6,"B",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
445,"WIL",46,"BB","CR",6,"C",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
445,"WIL",46,"BB","CR",6,"D",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
445,"WIL",46,"BB","CR",6,"E",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
445,"WIL",46,"BB","CR",6,"F",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
448,"WIL",49,"BB","SR",1,"A",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
447,"WIL",49,"BB","CR",7,"A",2025-07-28,NA,"8/7-O","O",NA,"HL","shiny white",1,"Away"
447,"WIL",49,"BB","CR",7,"B",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
447,"WIL",49,"BB","CR",7,"C",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
447,"WIL",49,"BB","CR",7,"D",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
447,"WIL",49,"BB","CR",7,"E",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
447,"WIL",49,"BB","CR",7,"F",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
447,"WIL",49,"BB","CR",7,"G",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
450,"WIL",57,"BB","SR",3,"A",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
450,"WIL",57,"BB","SR",3,"B",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
450,"WIL",57,"BB","SR",3,"C",2025-07-28,NA,"8/7-O","O",NA,"HL","shiny white",1,"Away"
449,"WIL",57,"BB","CR",6,"A",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
449,"WIL",57,"BB","CR",6,"B",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
449,"WIL",57,"BB","CR",6,"C",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
449,"WIL",57,"BB","CR",6,"D",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
449,"WIL",57,"BB","CR",6,"E",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
449,"WIL",57,"BB","CR",6,"F",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
453,"WIL",58,"HR","TI",1,"A",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
452,"WIL",58,"HR","NG",1,"A",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
451,"WIL",58,"HR","BB",6,"A",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
451,"WIL",58,"HR","BB",6,"B",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
451,"WIL",58,"HR","BB",6,"C",2025-07-28,NA,NA,NA,NA,"HL",NA,0,"Away"
451,"WIL",58,"HR","BB",6,"D",2025-07-28,NA,"8/13-O","O",NA,"HL","shiny white",1,"Away"
451,"WIL",58,"HR","BB",6,"E",2025-07-28,2025-08-07,NA,NA,NA,"HL",NA,0,"Away"
451,"WIL",58,"HR","BB",6,"F",2025-07-28,2025-08-07,NA,NA,NA,"HL",NA,0,"Away"
454,"WIL",59,"HG","HG",7,"A",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Home"
454,"WIL",59,"HG","HG",7,"B",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Home"
454,"WIL",59,"HG","HG",7,"C",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Home"
454,"WIL",59,"HG","HG",7,"D",2025-07-29,NA,"9/4-O/F","O/F",NA,"TN","shiny white",1,"Home"
454,"WIL",59,"HG","HG",7,"E",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Home"
454,"WIL",59,"HG","HG",7,"F",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Home"
454,"WIL",59,"HG","HG",7,"G",2025-07-29,NA,NA,NA,NA,"TN","missing",0,"Home"
455,"WIL",60,"HR","HG",3,"A",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
455,"WIL",60,"HR","HG",3,"B",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
455,"WIL",60,"HR","HG",3,"C",2025-07-29,NA,NA,NA,NA,"TN","missing",0,"Away"
456,"WIL",62,"CR","CR",5,"A",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Home"
456,"WIL",62,"CR","CR",5,"B",2025-07-29,NA,"8/7-O/F","O/F",NA,"TN","shiny white",1,"Home"
456,"WIL",62,"CR","CR",5,"C",2025-07-29,NA,"8/7-O","O",NA,"TN","shiny yellow",1,"Home"
456,"WIL",62,"CR","CR",5,"D",2025-07-29,NA,"8/7-O","O",NA,"TN","shiny yellow",1,"Home"
456,"WIL",62,"CR","CR",5,"E",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Home"
457,"WIL",62,"CR","HG",8,"A",2025-07-29,NA,"8/7-O","O",NA,"TN","shiny white",1,"Away"
457,"WIL",62,"CR","HG",8,"B",2025-07-29,NA,"8/7-O","O",NA,"TN","shiny white",1,"Away"
457,"WIL",62,"CR","HG",8,"C",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
457,"WIL",62,"CR","HG",8,"D",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
457,"WIL",62,"CR","HG",8,"E",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
457,"WIL",62,"CR","HG",8,"F",2025-07-29,NA,"8/7-O","O",NA,"TN","shiny white",1,"Away"
457,"WIL",62,"CR","HG",8,"G",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
457,"WIL",62,"CR","HG",8,"H",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
460,"WIL",66,"RC","TI",2,"A",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
460,"WIL",66,"RC","TI",2,"B",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
459,"WIL",66,"RC","NG",4,"A",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
459,"WIL",66,"RC","NG",4,"B",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
459,"WIL",66,"RC","NG",4,"C",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
459,"WIL",66,"RC","NG",4,"D",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
458,"WIL",66,"RC","BB",5,"A",2025-07-29,NA,"8/7-F","F",NA,"TN","fluffy black",1,"Away"
458,"WIL",66,"RC","BB",5,"B",2025-07-29,NA,"8/7-F","F",NA,"TN","fluffy black",1,"Away"
458,"WIL",66,"RC","BB",5,"C",2025-07-29,NA,"8/7-F","F",NA,"TN","fluffy black",1,"Away"
458,"WIL",66,"RC","BB",5,"D",2025-07-29,NA,"8/7-F","F",NA,"TN","fluffy black",1,"Away"
458,"WIL",66,"RC","BB",5,"E",2025-07-29,NA,"8/7-F","F",NA,"TN","fluffy pink and white",1,"Away"
461,"WIL",71,"HR","TI",5,"A",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
461,"WIL",71,"HR","TI",5,"B",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
461,"WIL",71,"HR","TI",5,"C",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
461,"WIL",71,"HR","TI",5,"D",2025-07-29,2025-08-13,NA,NA,NA,"TN",NA,0,"Away"
461,"WIL",71,"HR","TI",5,"E",2025-07-29,NA,NA,NA,NA,"TN","seed not intact- not plated",0,"Away"
463,"WIL",72,"NG","SR",4,"A",2025-07-29,2025-08-07,NA,NA,NA,"TN",NA,0,"Away"
463,"WIL",72,"NG","SR",4,"B",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
463,"WIL",72,"NG","SR",4,"C",2025-07-29,2025-08-07,NA,NA,NA,"TN",NA,0,"Away"
463,"WIL",72,"NG","SR",4,"D",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
462,"WIL",72,"NG","OH",2,"A",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
462,"WIL",72,"NG","OH",2,"B",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
465,"WIL",74,"OH","TI",4,"A",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
465,"WIL",74,"OH","TI",4,"B",2025-07-29,2025-08-07,"8/7-O","O",NA,"TN","nasty gluey brown and white",1,"Away"
465,"WIL",74,"OH","TI",4,"C",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
465,"WIL",74,"OH","TI",4,"D",2025-07-29,NA,NA,NA,NA,"TN","missing",0,"Away"
464,"WIL",74,"OH","NG",6,"A",2025-07-29,NA,"8/7-O/F","O/F",NA,"TN","shiny black",1,"Away"
464,"WIL",74,"OH","NG",6,"B",2025-07-29,NA,"8/7-O/F","O/F",NA,"TN","shiny pink- secondary growth on 8/13",1,"Away"
464,"WIL",74,"OH","NG",6,"C",2025-07-29,NA,"8/7-O/F","O/F",NA,"TN","shiny pink- secondary growth on 8/13",1,"Away"
464,"WIL",74,"OH","NG",6,"D",2025-07-29,NA,"8/7-O/F","O/F",NA,"TN","shiny black",1,"Away"
464,"WIL",74,"OH","NG",6,"E",2025-07-29,NA,"8/7-O/F","O/F",NA,"TN","shiny black",1,"Away"
464,"WIL",74,"OH","NG",6,"F",2025-07-29,NA,NA,NA,NA,"TN","missing",0,"Away"
467,"WIL",78,"TI","TI",5,"A",2025-07-29,NA,NA,NA,NA,"TN","tube not found",0,"Home"
467,"WIL",78,"TI","TI",5,"B",2025-07-29,NA,NA,NA,NA,"TN","tube not found",0,"Home"
467,"WIL",78,"TI","TI",5,"C",2025-07-29,NA,NA,NA,NA,"TN","tube not found",0,"Home"
467,"WIL",78,"TI","TI",5,"D",2025-07-29,NA,NA,NA,NA,"TN","tube not found",0,"Home"
467,"WIL",78,"TI","TI",5,"E",2025-07-29,NA,NA,NA,NA,"TN","tube not found",0,"Home"
466,"WIL",78,"TI","RC",7,"A",2025-07-29,NA,NA,NA,NA,"TN","tube not found",0,"Away"
466,"WIL",78,"TI","RC",7,"B",2025-07-29,NA,NA,NA,NA,"TN","tube not found",0,"Away"
466,"WIL",78,"TI","RC",7,"C",2025-07-29,NA,NA,NA,NA,"TN","tube not found",0,"Away"
466,"WIL",78,"TI","RC",7,"D",2025-07-29,NA,NA,NA,NA,"TN","tube not found",0,"Away"
466,"WIL",78,"TI","RC",7,"E",2025-07-29,NA,NA,NA,NA,"TN","tube not found",0,"Away"
466,"WIL",78,"TI","RC",7,"F",2025-07-29,NA,NA,NA,NA,"TN","tube not found",0,"Away"
466,"WIL",78,"TI","RC",7,"G",2025-07-29,NA,NA,NA,NA,"TN","tube not found",0,"Away"
469,"WIL",81,"NG","SR",5,"A",2025-07-29,NA,"8/7-O","O",NA,"TN","shiny white",1,"Away"
469,"WIL",81,"NG","SR",5,"B",2025-07-29,NA,"8/7-O","O",NA,"TN","shiny yellow with spots",1,"Away"
469,"WIL",81,"NG","SR",5,"C",2025-07-29,NA,"8/7-O","O",NA,"TN","shiny yellow with spots",1,"Away"
469,"WIL",81,"NG","SR",5,"D",2025-07-29,NA,"8/7-O","O",NA,"TN","shiny yellow with spots",1,"Away"
469,"WIL",81,"NG","SR",5,"E",2025-07-29,2025-08-07,"8/7-O","O",NA,"TN","shiny yellow with spots",1,"Away"
468,"WIL",81,"NG","OH",2,"A",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
468,"WIL",81,"NG","OH",2,"B",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
470,"WIL",82,"CR","TI",1,"A",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Away"
472,"WIL",84,"TI","TI",8,"A",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Home"
472,"WIL",84,"TI","TI",8,"B",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Home"
472,"WIL",84,"TI","TI",8,"C",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Home"
472,"WIL",84,"TI","TI",8,"D",2025-07-29,NA,NA,NA,NA,"TN",NA,0,"Home"
