"garden","meso_id","soil_id","treat","n_bags","...31","entered_by","bag","seed_id","intact","obs","date","notes","seed_fate","n_seeds"
"WIL",32,"NG","Dead",3,32,"HL",3,"NG",7,"HL","45812",NA,"burst",0
"WIL",32,"NG","Dead",3,32,"HL",3,"NG",7,"HL","45812",NA,"missing",0
"SUM",33,"SR","Dead",3,33,"HL",1,"SR",3,"SF","45798",NA,"germinated",6
"SUM",33,"SR","Dead",3,33,"HL",1,"SR",3,"SF","45798",NA,"burst",0
"SUM",33,"SR","Dead",3,33,"HL",1,"SR",3,"SF","45798",NA,"missing",1
"WIL",33,"SR","Dead",3,33,"HL",1,"SR",3,"SF","45811",NA,"germinated",6
"WIL",33,"SR","Dead",3,33,"HL",1,"SR",3,"SF","45811",NA,"burst",0
"WIL",33,"SR","Dead",3,33,"HL",1,"SR",3,"SF","45811",NA,"missing",1
"SUM",33,"SR","Dead",3,33,"HL",2,"HG",10,"SF","45798",NA,"germinated",0
"SUM",33,"SR","Dead",3,33,"HL",2,"HG",10,"SF","45798",NA,"burst",0
"SUM",33,"SR","Dead",3,33,"HL",2,"HG",10,"SF","45798",NA,"missing",0
"WIL",33,"SR","Dead",3,33,"HL",2,"HG",5,"SF","45811",NA,"germinated",4
"WIL",33,"SR","Dead",3,33,"HL",2,"HG",5,"SF","45811",NA,"burst",1
"WIL",33,"SR","Dead",3,33,"HL",2,"HG",5,"SF","45811",NA,"missing",0
"SUM",33,"SR","Dead",3,33,"HL",3,"AH",10,"SF","45804",NA,"germinated",0
"SUM",33,"SR","Dead",3,33,"HL",3,"AH",10,"SF","45804",NA,"burst",0
"SUM",33,"SR","Dead",3,33,"HL",3,"AH",10,"SF","45804",NA,"missing",0
"WIL",33,"SR","Dead",3,33,"HL",3,"AH",9,"SF","45811",NA,"germinated",1
"WIL",33,"SR","Dead",3,33,"HL",3,"AH",9,"SF","45811",NA,"burst",0
"WIL",33,"SR","Dead",3,33,"HL",3,"AH",9,"SF","45811",NA,"missing",0
"SUM",34,"HG","Dead",3,34,"HL",1,"SR",3,"SF","45806","1 intact could be germ","germinated",7
"SUM",34,"HG","Dead",3,34,"HL",1,"SR",3,"SF","45806","1 intact could be germ","burst",0
"SUM",34,"HG","Dead",3,34,"HL",1,"SR",3,"SF","45806","1 intact could be germ","missing",0
"WIL",34,"HG","Dead",3,34,"HL",1,"SR",1,"SF","45810",NA,"germinated",8
"WIL",34,"HG","Dead",3,34,"HL",1,"SR",1,"SF","45810",NA,"burst",1
"WIL",34,"HG","Dead",3,34,"HL",1,"SR",1,"SF","45810",NA,"missing",0
"SUM",34,"HG","Dead",3,34,"HL",2,"CR",9,"SF","45806",NA,"germinated",0
"SUM",34,"HG","Dead",3,34,"HL",2,"CR",9,"SF","45806",NA,"burst",0
"SUM",34,"HG","Dead",3,34,"HL",2,"CR",9,"SF","45806",NA,"missing",1
"WIL",34,"HG","Dead",3,34,"HL",2,"CR",6,"SF","45810",NA,"germinated",3
"WIL",34,"HG","Dead",3,34,"HL",2,"CR",6,"SF","45810",NA,"burst",0
"WIL",34,"HG","Dead",3,34,"HL",2,"CR",6,"SF","45810",NA,"missing",1
"SUM",34,"HG","Dead",3,34,"HL",3,"OH",10,"SF","45798","1 intact could be germ","germinated",0
"SUM",34,"HG","Dead",3,34,"HL",3,"OH",10,"SF","45798","1 intact could be germ","burst",0
"SUM",34,"HG","Dead",3,34,"HL",3,"OH",10,"SF","45798","1 intact could be germ","missing",0
"WIL",34,"HG","Dead",3,34,"HL",3,"OH",2,"SF","45810",NA,"germinated",4
"WIL",34,"HG","Dead",3,34,"HL",3,"OH",2,"SF","45810",NA,"burst",1
"WIL",34,"HG","Dead",3,34,"HL",3,"OH",2,"SF","45810",NA,"missing",3
"SUM",35,"RC","Dead",2,35,"HL",1,"AH",8,"SF","45799",NA,"germinated",2
"SUM",35,"RC","Dead",2,35,"HL",1,"AH",8,"SF","45799",NA,"burst",0
"SUM",35,"RC","Dead",2,35,"HL",1,"AH",8,"SF","45799",NA,"missing",0
"WIL",35,"RC","Dead",2,35,"HL",1,"RC",7,"SF","45804",NA,"germinated",2
"WIL",35,"RC","Dead",2,35,"HL",1,"RC",7,"SF","45804",NA,"burst",1
"WIL",35,"RC","Dead",2,35,"HL",1,"RC",7,"SF","45804",NA,"missing",0
"SUM",35,"RC","Dead",2,35,"HL",2,"RC",1,"SF","45799",NA,"germinated",9
"SUM",35,"RC","Dead",2,35,"HL",2,"RC",1,"SF","45799",NA,"burst",0
"SUM",35,"RC","Dead",2,35,"HL",2,"RC",1,"SF","45799",NA,"missing",0
"WIL",35,"RC","Dead",2,35,"HL",2,"AH",10,"SF","45804",NA,"germinated",0
"WIL",35,"RC","Dead",2,35,"HL",2,"AH",10,"SF","45804",NA,"burst",0
"WIL",35,"RC","Dead",2,35,"HL",2,"AH",10,"SF","45804",NA,"missing",0
"SUM",35,"RC","Dead",2,35,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"SUM",35,"RC","Dead",2,35,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"SUM",35,"RC","Dead",2,35,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"WIL",35,"RC","Dead",2,35,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"WIL",35,"RC","Dead",2,35,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"WIL",35,"RC","Dead",2,35,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"SUM",36,"HG","Live",2,36,"HL",1,"HR",5,"SF","45799",NA,"germinated",4
"SUM",36,"HG","Live",2,36,"HL",1,"HR",5,"SF","45799",NA,"burst",0
"SUM",36,"HG","Live",2,36,"HL",1,"HR",5,"SF","45799",NA,"missing",1
"WIL",36,"HG","Live",2,36,"HL",1,"HR",9,"HL","45810",NA,"germinated",1
"WIL",36,"HG","Live",2,36,"HL",1,"HR",9,"HL","45810",NA,"burst",0
"WIL",36,"HG","Live",2,36,"HL",1,"HR",9,"HL","45810",NA,"missing",0
"SUM",36,"HG","Live",2,36,"HL",2,"HG",4,"SF","45799",NA,"germinated",3
"SUM",36,"HG","Live",2,36,"HL",2,"HG",4,"SF","45799",NA,"burst",3
"SUM",36,"HG","Live",2,36,"HL",2,"HG",4,"SF","45799",NA,"missing",0
"WIL",36,"HG","Live",2,36,"HL",2,"HG",10,"HL","45810",NA,"germinated",0
"WIL",36,"HG","Live",2,36,"HL",2,"HG",10,"HL","45810",NA,"burst",0
"WIL",36,"HG","Live",2,36,"HL",2,"HG",10,"HL","45810",NA,"missing",0
"SUM",36,"HG","Live",2,36,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"SUM",36,"HG","Live",2,36,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"SUM",36,"HG","Live",2,36,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"WIL",36,"HG","Live",2,36,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"WIL",36,"HG","Live",2,36,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"WIL",36,"HG","Live",2,36,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"SUM",37,"CR","Live",3,37,"HL",1,"CR",4,"SF","45799",NA,"germinated",6
"SUM",37,"CR","Live",3,37,"HL",1,"CR",4,"SF","45799",NA,"burst",0
"SUM",37,"CR","Live",3,37,"HL",1,"CR",4,"SF","45799",NA,"missing",0
"WIL",37,"CR","Live",3,37,"HL",1,"HG",3,"HL","45810",NA,"germinated",5
"WIL",37,"CR","Live",3,37,"HL",1,"HG",3,"HL","45810",NA,"burst",2
"WIL",37,"CR","Live",3,37,"HL",1,"HG",3,"HL","45810",NA,"missing",0
"SUM",37,"CR","Live",3,37,"HL",2,"HG",8,"SF","45799","intact are very shriveled","germinated",2
"SUM",37,"CR","Live",3,37,"HL",2,"HG",8,"SF","45799","intact are very shriveled","burst",0
"SUM",37,"CR","Live",3,37,"HL",2,"HG",8,"SF","45799","intact are very shriveled","missing",0
"WIL",37,"CR","Live",3,37,"HL",2,"AH",7,"HL","45810","dropped 1 of the intact","germinated",3
"WIL",37,"CR","Live",3,37,"HL",2,"AH",7,"HL","45810","dropped 1 of the intact","burst",0
"WIL",37,"CR","Live",3,37,"HL",2,"AH",7,"HL","45810","dropped 1 of the intact","missing",0
"SUM",37,"CR","Live",3,37,"HL",3,"AH",9,"SF","45799","1 intact seed fell apart","germinated",0
"SUM",37,"CR","Live",3,37,"HL",3,"AH",9,"SF","45799","1 intact seed fell apart","burst",0
"SUM",37,"CR","Live",3,37,"HL",3,"AH",9,"SF","45799","1 intact seed fell apart","missing",1
"WIL",37,"CR","Live",3,37,"HL",3,"CR",6,"HL","45810",NA,"germinated",4
"WIL",37,"CR","Live",3,37,"HL",3,"CR",6,"HL","45810",NA,"burst",0
"WIL",37,"CR","Live",3,37,"HL",3,"CR",6,"HL","45810",NA,"missing",0
"SUM",38,"AH","Dead",3,38,"HL",1,"SR",4,"SF","45806",NA,"germinated",6
"SUM",38,"AH","Dead",3,38,"HL",1,"SR",4,"SF","45806",NA,"burst",0
"SUM",38,"AH","Dead",3,38,"HL",1,"SR",4,"SF","45806",NA,"missing",0
"WIL",38,"AH","Dead",3,38,"HL",1,"SR",6,"SF","45811",NA,"germinated",4
"WIL",38,"AH","Dead",3,38,"HL",1,"SR",6,"SF","45811",NA,"burst",0
"WIL",38,"AH","Dead",3,38,"HL",1,"SR",6,"SF","45811",NA,"missing",0
"SUM",38,"AH","Dead",3,38,"HL",2,"CR",8,"SF","45806",NA,"germinated",2
"SUM",38,"AH","Dead",3,38,"HL",2,"CR",8,"SF","45806",NA,"burst",0
"SUM",38,"AH","Dead",3,38,"HL",2,"CR",8,"SF","45806",NA,"missing",0
"WIL",38,"AH","Dead",3,38,"HL",2,"CR",8,"SF","45811",NA,"germinated",2
"WIL",38,"AH","Dead",3,38,"HL",2,"CR",8,"SF","45811",NA,"burst",0
"WIL",38,"AH","Dead",3,38,"HL",2,"CR",8,"SF","45811",NA,"missing",0
"SUM",38,"AH","Dead",3,38,"HL",3,"OH",5,"SF","45806",NA,"germinated",5
"SUM",38,"AH","Dead",3,38,"HL",3,"OH",5,"SF","45806",NA,"burst",0
"SUM",38,"AH","Dead",3,38,"HL",3,"OH",5,"SF","45806",NA,"missing",0
"WIL",38,"AH","Dead",3,38,"HL",3,"OH",8,"SF","45811","some seeds sealed in hot glue","germinated",1
"WIL",38,"AH","Dead",3,38,"HL",3,"OH",8,"SF","45811","some seeds sealed in hot glue","burst",0
"WIL",38,"AH","Dead",3,38,"HL",3,"OH",8,"SF","45811","some seeds sealed in hot glue","missing",1
"SUM",39,"CR","Live",3,39,"HL",1,"CR",6,"SF","45804",NA,"germinated",4
"SUM",39,"CR","Live",3,39,"HL",1,"CR",6,"SF","45804",NA,"burst",0
"SUM",39,"CR","Live",3,39,"HL",1,"CR",6,"SF","45804",NA,"missing",0
"WIL",39,"CR","Live",3,39,"HL",1,"CR",5,"HL","45811",NA,"germinated",3
"WIL",39,"CR","Live",3,39,"HL",1,"CR",5,"HL","45811",NA,"burst",2
"WIL",39,"CR","Live",3,39,"HL",1,"CR",5,"HL","45811",NA,"missing",0
"SUM",39,"CR","Live",3,39,"HL",2,"HG",5,"SF","45804",NA,"germinated",3
"SUM",39,"CR","Live",3,39,"HL",2,"HG",5,"SF","45804",NA,"burst",0
"SUM",39,"CR","Live",3,39,"HL",2,"HG",5,"SF","45804",NA,"missing",2
"WIL",39,"CR","Live",3,39,"HL",2,"HG",5,"HL","45811",NA,"germinated",4
"WIL",39,"CR","Live",3,39,"HL",2,"HG",5,"HL","45811",NA,"burst",1
"WIL",39,"CR","Live",3,39,"HL",2,"HG",5,"HL","45811",NA,"missing",0
"SUM",39,"CR","Live",3,39,"HL",3,"AH",7,"SF","45804",NA,"germinated",3
"SUM",39,"CR","Live",3,39,"HL",3,"AH",7,"SF","45804",NA,"burst",0
"SUM",39,"CR","Live",3,39,"HL",3,"AH",7,"SF","45804",NA,"missing",0
"WIL",39,"CR","Live",3,39,"HL",3,"AH",9,"HL","45811",NA,"germinated",2
"WIL",39,"CR","Live",3,39,"HL",3,"AH",9,"HL","45811",NA,"burst",0
"WIL",39,"CR","Live",3,39,"HL",3,"AH",9,"HL","45811",NA,"missing",0
"SUM",40,"AH","Live",3,40,"HL",1,"SR",5,"SF","45806","intact seeds mushy","germinated",5
"SUM",40,"AH","Live",3,40,"HL",1,"SR",5,"SF","45806","intact seeds mushy","burst",0
"SUM",40,"AH","Live",3,40,"HL",1,"SR",5,"SF","45806","intact seeds mushy","missing",0
"WIL",40,"AH","Live",3,40,"HL",1,"SR",8,"SF","45812","1 extra seed","germinated",3
"WIL",40,"AH","Live",3,40,"HL",1,"SR",8,"SF","45812","1 extra seed","burst",0
"WIL",40,"AH","Live",3,40,"HL",1,"SR",8,"SF","45812","1 extra seed","missing",0
"SUM",40,"AH","Live",3,40,"HL",2,"CR",8,"SF","45806",NA,"germinated",2
"SUM",40,"AH","Live",3,40,"HL",2,"CR",8,"SF","45806",NA,"burst",0
"SUM",40,"AH","Live",3,40,"HL",2,"CR",8,"SF","45806",NA,"missing",0
"WIL",40,"AH","Live",3,40,"HL",2,"CR",6,"SF","45812",NA,"germinated",3
"WIL",40,"AH","Live",3,40,"HL",2,"CR",6,"SF","45812",NA,"burst",0
"WIL",40,"AH","Live",3,40,"HL",2,"CR",6,"SF","45812",NA,"missing",1
"SUM",40,"AH","Live",3,40,"HL",3,"OH",8,"SF","45806",NA,"germinated",2
"SUM",40,"AH","Live",3,40,"HL",3,"OH",8,"SF","45806",NA,"burst",0
"SUM",40,"AH","Live",3,40,"HL",3,"OH",8,"SF","45806",NA,"missing",0
"WIL",40,"AH","Live",3,40,"HL",3,"OH",6,"SF","45812",NA,"germinated",3
"WIL",40,"AH","Live",3,40,"HL",3,"OH",6,"SF","45812",NA,"burst",0
"WIL",40,"AH","Live",3,40,"HL",3,"OH",6,"SF","45812",NA,"missing",1
"SUM",41,"HR","Live",2,41,"HL",1,"HR",5,"TN","45825",NA,"germinated",4
"SUM",41,"HR","Live",2,41,"HL",1,"HR",5,"TN","45825",NA,"burst",1
"SUM",41,"HR","Live",2,41,"HL",1,"HR",5,"TN","45825",NA,"missing",0
"WIL",41,"HR","Live",2,41,"HL",1,"HR",4,"TN","45827",NA,"germinated",5
"WIL",41,"HR","Live",2,41,"HL",1,"HR",4,"TN","45827",NA,"burst",1
"WIL",41,"HR","Live",2,41,"HL",1,"HR",4,"TN","45827",NA,"missing",0
"SUM",41,"HR","Live",2,41,"HL",2,"HG",7,"TN","45825","bag was open","germinated",3
"SUM",41,"HR","Live",2,41,"HL",2,"HG",7,"TN","45825","bag was open","burst",2
"SUM",41,"HR","Live",2,41,"HL",2,"HG",7,"TN","45825","bag was open","missing",0
"WIL",41,"HR","Live",2,41,"HL",2,"HG",7,"TN","45827",NA,"germinated",1
"WIL",41,"HR","Live",2,41,"HL",2,"HG",7,"TN","45827",NA,"burst",2
"WIL",41,"HR","Live",2,41,"HL",2,"HG",7,"TN","45827",NA,"missing",0
"SUM",41,"HR","Live",2,41,"HL",3,NA,NA,"TN",NA,NA,"germinated",NA
"SUM",41,"HR","Live",2,41,"HL",3,NA,NA,"TN",NA,NA,"burst",NA
"SUM",41,"HR","Live",2,41,"HL",3,NA,NA,"TN",NA,NA,"missing",NA
"WIL",41,"HR","Live",2,41,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"WIL",41,"HR","Live",2,41,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"WIL",41,"HR","Live",2,41,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"SUM",42,"SR","Live",3,42,"HL",1,"SR",1,"TN","45825",NA,"germinated",7
"SUM",42,"SR","Live",3,42,"HL",1,"SR",1,"TN","45825",NA,"burst",2
"SUM",42,"SR","Live",3,42,"HL",1,"SR",1,"TN","45825",NA,"missing",0
"WIL",42,"SR","Live",3,42,"HL",1,"SR",0,"TN","45827",NA,"germinated",8
"WIL",42,"SR","Live",3,42,"HL",1,"SR",0,"TN","45827",NA,"burst",2
"WIL",42,"SR","Live",3,42,"HL",1,"SR",0,"TN","45827",NA,"missing",0
"SUM",42,"SR","Live",3,42,"HL",2,"HG",7,"TN","45825",NA,"germinated",1
"SUM",42,"SR","Live",3,42,"HL",2,"HG",7,"TN","45825",NA,"burst",7
"SUM",42,"SR","Live",3,42,"HL",2,"HG",7,"TN","45825",NA,"missing",0
"WIL",42,"SR","Live",3,42,"HL",2,"HG",5,"TN","45827",NA,"germinated",5
"WIL",42,"SR","Live",3,42,"HL",2,"HG",5,"TN","45827",NA,"burst",0
"WIL",42,"SR","Live",3,42,"HL",2,"HG",5,"TN","45827",NA,"missing",0
"SUM",42,"SR","Live",3,42,"HL",3,"AH",9,"TN","45825",NA,"germinated",0
"SUM",42,"SR","Live",3,42,"HL",3,"AH",9,"TN","45825",NA,"burst",0
"SUM",42,"SR","Live",3,42,"HL",3,"AH",9,"TN","45825",NA,"missing",1
"WIL",42,"SR","Live",3,42,"HL",3,"AH",5,"TN","45827",NA,"germinated",2
"WIL",42,"SR","Live",3,42,"HL",3,"AH",5,"TN","45827",NA,"burst",0
"WIL",42,"SR","Live",3,42,"HL",3,"AH",5,"TN","45827",NA,"missing",3
"SUM",43,"OH","Live",2,43,"HL",1,"TI",4,"TN","45825",NA,"germinated",5
"SUM",43,"OH","Live",2,43,"HL",1,"TI",4,"TN","45825",NA,"burst",1
"SUM",43,"OH","Live",2,43,"HL",1,"TI",4,"TN","45825",NA,"missing",0
"WIL",43,"OH","Live",2,43,"HL",1,"TI",2,"TN","45827",NA,"germinated",5
"WIL",43,"OH","Live",2,43,"HL",1,"TI",2,"TN","45827",NA,"burst",3
"WIL",43,"OH","Live",2,43,"HL",1,"TI",2,"TN","45827",NA,"missing",0
"SUM",43,"OH","Live",2,43,"HL",2,"NG",0,"TN","45825",NA,"germinated",3
"SUM",43,"OH","Live",2,43,"HL",2,"NG",0,"TN","45825",NA,"burst",0
"SUM",43,"OH","Live",2,43,"HL",2,"NG",0,"TN","45825",NA,"missing",0
"WIL",43,"OH","Live",2,43,"HL",2,"NG",7,"TN","45827","lost 1 intact seed","germinated",3
"WIL",43,"OH","Live",2,43,"HL",2,"NG",7,"TN","45827","lost 1 intact seed","burst",0
"WIL",43,"OH","Live",2,43,"HL",2,"NG",7,"TN","45827","lost 1 intact seed","missing",0
"SUM",43,"OH","Live",2,43,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"SUM",43,"OH","Live",2,43,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"SUM",43,"OH","Live",2,43,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"WIL",43,"OH","Live",2,43,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"WIL",43,"OH","Live",2,43,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"WIL",43,"OH","Live",2,43,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"SUM",44,"NG","Live",2,44,"HL",1,"SR",8,"TN","45825",NA,"germinated",2
"SUM",44,"NG","Live",2,44,"HL",1,"SR",8,"TN","45825",NA,"burst",0
"SUM",44,"NG","Live",2,44,"HL",1,"SR",8,"TN","45825",NA,"missing",0
"WIL",44,"NG","Live",2,44,"HL",1,"SR",6,"TN","45827",NA,"germinated",4
"WIL",44,"NG","Live",2,44,"HL",1,"SR",6,"TN","45827",NA,"burst",0
"WIL",44,"NG","Live",2,44,"HL",1,"SR",6,"TN","45827",NA,"missing",0
"SUM",44,"NG","Live",2,44,"HL",2,"OH",10,"TN","45825",NA,"germinated",0
"SUM",44,"NG","Live",2,44,"HL",2,"OH",10,"TN","45825",NA,"burst",0
"SUM",44,"NG","Live",2,44,"HL",2,"OH",10,"TN","45825",NA,"missing",0
"WIL",44,"NG","Live",2,44,"HL",2,"OH",7,"TN","45827",NA,"germinated",3
"WIL",44,"NG","Live",2,44,"HL",2,"OH",7,"TN","45827",NA,"burst",0
"WIL",44,"NG","Live",2,44,"HL",2,"OH",7,"TN","45827",NA,"missing",0
"SUM",44,"NG","Live",2,44,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"SUM",44,"NG","Live",2,44,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"SUM",44,"NG","Live",2,44,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"WIL",44,"NG","Live",2,44,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"WIL",44,"NG","Live",2,44,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"WIL",44,"NG","Live",2,44,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"SUM",45,"RC","Live",2,45,"HL",1,"RC",0,"TN","45825",NA,"germinated",9
"SUM",45,"RC","Live",2,45,"HL",1,"RC",0,"TN","45825",NA,"burst",1
"SUM",45,"RC","Live",2,45,"HL",1,"RC",0,"TN","45825",NA,"missing",0
"WIL",45,"RC","Live",2,45,"HL",1,"RC",0,"TN","45827",NA,"germinated",10
"WIL",45,"RC","Live",2,45,"HL",1,"RC",0,"TN","45827",NA,"burst",0
"WIL",45,"RC","Live",2,45,"HL",1,"RC",0,"TN","45827",NA,"missing",0
"SUM",45,"RC","Live",2,45,"HL",2,"AH",9,"TN","45825",NA,"germinated",1
"SUM",45,"RC","Live",2,45,"HL",2,"AH",9,"TN","45825",NA,"burst",0
"SUM",45,"RC","Live",2,45,"HL",2,"AH",9,"TN","45825",NA,"missing",0
"WIL",45,"RC","Live",2,45,"HL",2,"AH",6,"TN","45827",NA,"germinated",3
"WIL",45,"RC","Live",2,45,"HL",2,"AH",6,"TN","45827",NA,"burst",1
"WIL",45,"RC","Live",2,45,"HL",2,"AH",6,"TN","45827",NA,"missing",0
"SUM",45,"RC","Live",2,45,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"SUM",45,"RC","Live",2,45,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"SUM",45,"RC","Live",2,45,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"WIL",45,"RC","Live",2,45,"HL",3,"CR",8,"TN","45827","extra bag not labeled on whirl pak","germinated",2
"WIL",45,"RC","Live",2,45,"HL",3,"CR",8,"TN","45827","extra bag not labeled on whirl pak","burst",0
"WIL",45,"RC","Live",2,45,"HL",3,"CR",8,"TN","45827","extra bag not labeled on whirl pak","missing",0
"SUM",46,"BB","Dead",2,46,"HL",1,"SR",8,"TN","45826",NA,"germinated",1
"SUM",46,"BB","Dead",2,46,"HL",1,"SR",8,"TN","45826",NA,"burst",1
"SUM",46,"BB","Dead",2,46,"HL",1,"SR",8,"TN","45826",NA,"missing",0
"WIL",46,"BB","Dead",2,46,"HL",1,"SR",4,"TN","45827",NA,"germinated",5
"WIL",46,"BB","Dead",2,46,"HL",1,"SR",4,"TN","45827",NA,"burst",1
"WIL",46,"BB","Dead",2,46,"HL",1,"SR",4,"TN","45827",NA,"missing",0
"SUM",46,"BB","Dead",2,46,"HL",2,"CR",7,"TN","45826",NA,"germinated",3
"SUM",46,"BB","Dead",2,46,"HL",2,"CR",7,"TN","45826",NA,"burst",0
"SUM",46,"BB","Dead",2,46,"HL",2,"CR",7,"TN","45826",NA,"missing",0
"WIL",46,"BB","Dead",2,46,"HL",2,"CR",6,"TN","45827",NA,"germinated",2
"WIL",46,"BB","Dead",2,46,"HL",2,"CR",6,"TN","45827",NA,"burst",2
"WIL",46,"BB","Dead",2,46,"HL",2,"CR",6,"TN","45827",NA,"missing",0
"SUM",46,"BB","Dead",2,46,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"SUM",46,"BB","Dead",2,46,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"SUM",46,"BB","Dead",2,46,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"WIL",46,"BB","Dead",2,46,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"WIL",46,"BB","Dead",2,46,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"WIL",46,"BB","Dead",2,46,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"SUM",47,"HR","Dead",2,47,"HL",1,"HG",8,"HL","45845",NA,"germinated",2
"SUM",47,"HR","Dead",2,47,"HL",1,"HG",8,"HL","45845",NA,"burst",0
"SUM",47,"HR","Dead",2,47,"HL",1,"HG",8,"HL","45845",NA,"missing",0
"WIL",47,"HR","Dead",2,47,"HL",1,"HR",7,"TN","45827",NA,"germinated",0
"WIL",47,"HR","Dead",2,47,"HL",1,"HR",7,"TN","45827",NA,"burst",3
"WIL",47,"HR","Dead",2,47,"HL",1,"HR",7,"TN","45827",NA,"missing",0
"SUM",47,"HR","Dead",2,47,"HL",2,"HR",9,"HL","45845",NA,"germinated",0
"SUM",47,"HR","Dead",2,47,"HL",2,"HR",9,"HL","45845",NA,"burst",0
"SUM",47,"HR","Dead",2,47,"HL",2,"HR",9,"HL","45845",NA,"missing",1
"WIL",47,"HR","Dead",2,47,"HL",2,"HG",5,"TN","45827",NA,"germinated",5
"WIL",47,"HR","Dead",2,47,"HL",2,"HG",5,"TN","45827",NA,"burst",0
"WIL",47,"HR","Dead",2,47,"HL",2,"HG",5,"TN","45827",NA,"missing",0
"SUM",47,"HR","Dead",2,47,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"SUM",47,"HR","Dead",2,47,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"SUM",47,"HR","Dead",2,47,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"WIL",47,"HR","Dead",2,47,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"WIL",47,"HR","Dead",2,47,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"WIL",47,"HR","Dead",2,47,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"SUM",48,"OH","Live",3,48,"HL",1,"OH",7,"TN","45825",NA,"germinated",3
"SUM",48,"OH","Live",3,48,"HL",1,"OH",7,"TN","45825",NA,"burst",0
"SUM",48,"OH","Live",3,48,"HL",1,"OH",7,"TN","45825",NA,"missing",0
"WIL",48,"OH","Live",3,48,"HL",1,"OH",6,"TN","45827",NA,"germinated",0
"WIL",48,"OH","Live",3,48,"HL",1,"OH",6,"TN","45827",NA,"burst",4
"WIL",48,"OH","Live",3,48,"HL",1,"OH",6,"TN","45827",NA,"missing",0
"SUM",48,"OH","Live",3,48,"HL",2,"HG",8,"TN","45825",NA,"germinated",0
"SUM",48,"OH","Live",3,48,"HL",2,"HG",8,"TN","45825",NA,"burst",2
"SUM",48,"OH","Live",3,48,"HL",2,"HG",8,"TN","45825",NA,"missing",0
"WIL",48,"OH","Live",3,48,"HL",2,"HG",6,"TN","45827",NA,"germinated",4
"WIL",48,"OH","Live",3,48,"HL",2,"HG",6,"TN","45827",NA,"burst",0
"WIL",48,"OH","Live",3,48,"HL",2,"HG",6,"TN","45827",NA,"missing",0
"SUM",48,"OH","Live",3,48,"HL",3,"AH",5,"TN","45825",NA,"germinated",1
"SUM",48,"OH","Live",3,48,"HL",3,"AH",5,"TN","45825",NA,"burst",3
"SUM",48,"OH","Live",3,48,"HL",3,"AH",5,"TN","45825",NA,"missing",0
"WIL",48,"OH","Live",3,48,"HL",3,"AH",9,"TN","45827",NA,"germinated",0
"WIL",48,"OH","Live",3,48,"HL",3,"AH",9,"TN","45827",NA,"burst",1
"WIL",48,"OH","Live",3,48,"HL",3,"AH",9,"TN","45827",NA,"missing",0
"SUM",49,"BB","Live",2,49,"HL",1,"SR",2,"TN","45825",NA,"germinated",8
"SUM",49,"BB","Live",2,49,"HL",1,"SR",2,"TN","45825",NA,"burst",0
"SUM",49,"BB","Live",2,49,"HL",1,"SR",2,"TN","45825",NA,"missing",0
"WIL",49,"BB","Live",2,49,"HL",1,"SR",1,"TN","45827",NA,"germinated",7
