"garden","meso_id","soil_id","treat","n_bags","...31","entered_by","bag","seed_id","intact","obs","date","notes","seed_fate","n_seeds"
"SUM",16,"CR","Dead",3,16,"HL",3,"AH",8,"SF","45799","1 intact smushed, 1 intact very black","burst",0
"SUM",16,"CR","Dead",3,16,"HL",3,"AH",8,"SF","45799","1 intact smushed, 1 intact very black","missing",0
"WIL",16,"CR","Dead",3,16,"HL",3,"HG",7,"HL","45812",NA,"germinated",3
"WIL",16,"CR","Dead",3,16,"HL",3,"HG",7,"HL","45812",NA,"burst",0
"WIL",16,"CR","Dead",3,16,"HL",3,"HG",7,"HL","45812",NA,"missing",0
"SUM",17,"HR","Dead",3,17,"HL",1,"TI",5,"SF","45806",NA,"germinated",2
"SUM",17,"HR","Dead",3,17,"HL",1,"TI",5,"SF","45806",NA,"burst",1
"SUM",17,"HR","Dead",3,17,"HL",1,"TI",5,"SF","45806",NA,"missing",2
"WIL",17,"HR","Dead",3,17,"HL",1,"TI",6,"SF","45812",NA,"germinated",3
"WIL",17,"HR","Dead",3,17,"HL",1,"TI",6,"SF","45812",NA,"burst",1
"WIL",17,"HR","Dead",3,17,"HL",1,"TI",6,"SF","45812",NA,"missing",0
"SUM",17,"HR","Dead",3,17,"HL",2,"NG",9,"SF","45806",NA,"germinated",0
"SUM",17,"HR","Dead",3,17,"HL",2,"NG",9,"SF","45806",NA,"burst",1
"SUM",17,"HR","Dead",3,17,"HL",2,"NG",9,"SF","45806",NA,"missing",0
"WIL",17,"HR","Dead",3,17,"HL",2,"NG",8,"SF","45812",NA,"germinated",2
"WIL",17,"HR","Dead",3,17,"HL",2,"NG",8,"SF","45812",NA,"burst",0
"WIL",17,"HR","Dead",3,17,"HL",2,"NG",8,"SF","45812",NA,"missing",0
"SUM",17,"HR","Dead",3,17,"HL",3,"BB",9,"SF","45806",NA,"germinated",1
"SUM",17,"HR","Dead",3,17,"HL",3,"BB",9,"SF","45806",NA,"burst",0
"SUM",17,"HR","Dead",3,17,"HL",3,"BB",9,"SF","45806",NA,"missing",0
"WIL",17,"HR","Dead",3,17,"HL",3,"BB",8,"SF","45812",NA,"germinated",2
"WIL",17,"HR","Dead",3,17,"HL",3,"BB",8,"SF","45812",NA,"burst",0
"WIL",17,"HR","Dead",3,17,"HL",3,"BB",8,"SF","45812",NA,"missing",0
"SUM",18,"HR","Live",2,18,"HL",1,"HR",9,"SF","45807",NA,"germinated",1
"SUM",18,"HR","Live",2,18,"HL",1,"HR",9,"SF","45807",NA,"burst",0
"SUM",18,"HR","Live",2,18,"HL",1,"HR",9,"SF","45807",NA,"missing",0
"WIL",18,"HR","Live",2,18,"HL",1,"HR",6,"SF","45811",NA,"germinated",4
"WIL",18,"HR","Live",2,18,"HL",1,"HR",6,"SF","45811",NA,"burst",0
"WIL",18,"HR","Live",2,18,"HL",1,"HR",6,"SF","45811",NA,"missing",0
"SUM",18,"HR","Live",2,18,"HL",2,"HG",9,"SF","45807",NA,"germinated",1
"SUM",18,"HR","Live",2,18,"HL",2,"HG",9,"SF","45807",NA,"burst",0
"SUM",18,"HR","Live",2,18,"HL",2,"HG",9,"SF","45807",NA,"missing",0
"WIL",18,"HR","Live",2,18,"HL",2,"HG",9,"SF","45811","2 intact black/mushy","germinated",0
"WIL",18,"HR","Live",2,18,"HL",2,"HG",9,"SF","45811","2 intact black/mushy","burst",0
"WIL",18,"HR","Live",2,18,"HL",2,"HG",9,"SF","45811","2 intact black/mushy","missing",1
"SUM",18,"HR","Live",2,18,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"SUM",18,"HR","Live",2,18,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"SUM",18,"HR","Live",2,18,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"WIL",18,"HR","Live",2,18,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"WIL",18,"HR","Live",2,18,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"WIL",18,"HR","Live",2,18,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"SUM",19,"BB","Dead",3,19,"HL",1,"BB",5,"SF","45804",NA,"germinated",5
"SUM",19,"BB","Dead",3,19,"HL",1,"BB",5,"SF","45804",NA,"burst",0
"SUM",19,"BB","Dead",3,19,"HL",1,"BB",5,"SF","45804",NA,"missing",0
"WIL",19,"BB","Dead",3,19,"HL",1,"RC",1,"HL","45811",NA,"germinated",5
"WIL",19,"BB","Dead",3,19,"HL",1,"RC",1,"HL","45811",NA,"burst",4
"WIL",19,"BB","Dead",3,19,"HL",1,"RC",1,"HL","45811",NA,"missing",0
"SUM",19,"BB","Dead",3,19,"HL",2,"RC",5,"SF","45804",NA,"germinated",5
"SUM",19,"BB","Dead",3,19,"HL",2,"RC",5,"SF","45804",NA,"burst",0
"SUM",19,"BB","Dead",3,19,"HL",2,"RC",5,"SF","45804",NA,"missing",0
"WIL",19,"BB","Dead",3,19,"HL",2,"HR",7,"HL","45811",NA,"germinated",3
"WIL",19,"BB","Dead",3,19,"HL",2,"HR",7,"HL","45811",NA,"burst",0
"WIL",19,"BB","Dead",3,19,"HL",2,"HR",7,"HL","45811",NA,"missing",0
"SUM",19,"BB","Dead",3,19,"HL",3,"HR",6,"SF","45804",NA,"germinated",4
"SUM",19,"BB","Dead",3,19,"HL",3,"HR",6,"SF","45804",NA,"burst",0
"SUM",19,"BB","Dead",3,19,"HL",3,"HR",6,"SF","45804",NA,"missing",0
"WIL",19,"BB","Dead",3,19,"HL",3,"BB",4,"HL","45811",NA,"germinated",6
"WIL",19,"BB","Dead",3,19,"HL",3,"BB",4,"HL","45811",NA,"burst",0
"WIL",19,"BB","Dead",3,19,"HL",3,"BB",4,"HL","45811",NA,"missing",0
"SUM",20,"SR","Dead",2,20,"HL",1,"NG",2,"TN","45826",NA,"germinated",6
"SUM",20,"SR","Dead",2,20,"HL",1,"NG",2,"TN","45826",NA,"burst",2
"SUM",20,"SR","Dead",2,20,"HL",1,"NG",2,"TN","45826",NA,"missing",0
"WIL",20,"SR","Dead",2,20,"HL",1,"NG",4,"HL","45811",NA,"germinated",6
"WIL",20,"SR","Dead",2,20,"HL",1,"NG",4,"HL","45811",NA,"burst",0
"WIL",20,"SR","Dead",2,20,"HL",1,"NG",4,"HL","45811",NA,"missing",0
"SUM",20,"SR","Dead",2,20,"HL",2,"BB",5,"TN","45826",NA,"germinated",5
"SUM",20,"SR","Dead",2,20,"HL",2,"BB",5,"TN","45826",NA,"burst",0
"SUM",20,"SR","Dead",2,20,"HL",2,"BB",5,"TN","45826",NA,"missing",0
"WIL",20,"SR","Dead",2,20,"HL",2,"BB",3,"HL","45811",NA,"germinated",7
"WIL",20,"SR","Dead",2,20,"HL",2,"BB",3,"HL","45811",NA,"burst",0
"WIL",20,"SR","Dead",2,20,"HL",2,"BB",3,"HL","45811",NA,"missing",0
"SUM",20,"SR","Dead",2,20,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"SUM",20,"SR","Dead",2,20,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"SUM",20,"SR","Dead",2,20,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"WIL",20,"SR","Dead",2,20,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"WIL",20,"SR","Dead",2,20,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"WIL",20,"SR","Dead",2,20,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"SUM",21,"OH","Dead",3,21,"HL",1,"OH",7,"SF","45806","1 seed landed on counter","germinated",3
"SUM",21,"OH","Dead",3,21,"HL",1,"OH",7,"SF","45806","1 seed landed on counter","burst",0
"SUM",21,"OH","Dead",3,21,"HL",1,"OH",7,"SF","45806","1 seed landed on counter","missing",0
"WIL",21,"OH","Dead",3,21,"HL",1,"OH",9,"SF","45812",NA,"germinated",1
"WIL",21,"OH","Dead",3,21,"HL",1,"OH",9,"SF","45812",NA,"burst",0
"WIL",21,"OH","Dead",3,21,"HL",1,"OH",9,"SF","45812",NA,"missing",0
"SUM",21,"OH","Dead",3,21,"HL",2,"HG",9,"SF","45806","1 intact has white fuzz","germinated",0
"SUM",21,"OH","Dead",3,21,"HL",2,"HG",9,"SF","45806","1 intact has white fuzz","burst",1
"SUM",21,"OH","Dead",3,21,"HL",2,"HG",9,"SF","45806","1 intact has white fuzz","missing",0
"WIL",21,"OH","Dead",3,21,"HL",2,"HG",10,"SF","45812",NA,"germinated",0
"WIL",21,"OH","Dead",3,21,"HL",2,"HG",10,"SF","45812",NA,"burst",0
"WIL",21,"OH","Dead",3,21,"HL",2,"HG",10,"SF","45812",NA,"missing",0
"SUM",21,"OH","Dead",3,21,"HL",3,"AH",10,"SF","45806",NA,"germinated",0
"SUM",21,"OH","Dead",3,21,"HL",3,"AH",10,"SF","45806",NA,"burst",0
"SUM",21,"OH","Dead",3,21,"HL",3,"AH",10,"SF","45806",NA,"missing",0
"WIL",21,"OH","Dead",3,21,"HL",3,"AH",10,"SF","45812",NA,"germinated",0
"WIL",21,"OH","Dead",3,21,"HL",3,"AH",10,"SF","45812",NA,"burst",0
"WIL",21,"OH","Dead",3,21,"HL",3,"AH",10,"SF","45812",NA,"missing",0
"SUM",22,"TI","Live",3,22,"HL",1,"TI",2,"SF","45806","1 intact super shriveled","germinated",8
"SUM",22,"TI","Live",3,22,"HL",1,"TI",2,"SF","45806","1 intact super shriveled","burst",0
"SUM",22,"TI","Live",3,22,"HL",1,"TI",2,"SF","45806","1 intact super shriveled","missing",0
"WIL",22,"TI","Live",3,22,"HL",1,"TI",2,"HL","45811",NA,"germinated",7
"WIL",22,"TI","Live",3,22,"HL",1,"TI",2,"HL","45811",NA,"burst",0
"WIL",22,"TI","Live",3,22,"HL",1,"TI",2,"HL","45811",NA,"missing",1
"SUM",22,"TI","Live",3,22,"HL",2,"RC",1,"SF","45806",NA,"germinated",8
"SUM",22,"TI","Live",3,22,"HL",2,"RC",1,"SF","45806",NA,"burst",0
"SUM",22,"TI","Live",3,22,"HL",2,"RC",1,"SF","45806",NA,"missing",1
"WIL",22,"TI","Live",3,22,"HL",2,"RC",6,"HL","45811",NA,"germinated",4
"WIL",22,"TI","Live",3,22,"HL",2,"RC",6,"HL","45811",NA,"burst",0
"WIL",22,"TI","Live",3,22,"HL",2,"RC",6,"HL","45811",NA,"missing",0
"SUM",22,"TI","Live",3,22,"HL",3,"HR",6,"SF","45806",NA,"germinated",4
"SUM",22,"TI","Live",3,22,"HL",3,"HR",6,"SF","45806",NA,"burst",0
"SUM",22,"TI","Live",3,22,"HL",3,"HR",6,"SF","45806",NA,"missing",0
"WIL",22,"TI","Live",3,22,"HL",3,"HR",8,"HL","45811",NA,"germinated",2
"WIL",22,"TI","Live",3,22,"HL",3,"HR",8,"HL","45811",NA,"burst",0
"WIL",22,"TI","Live",3,22,"HL",3,"HR",8,"HL","45811",NA,"missing",0
"SUM",23,"OH","Live",3,23,"HL",1,"OH",3,"SF","45806",NA,"germinated",3
"SUM",23,"OH","Live",3,23,"HL",1,"OH",3,"SF","45806",NA,"burst",0
"SUM",23,"OH","Live",3,23,"HL",1,"OH",3,"SF","45806",NA,"missing",4
"WIL",23,"OH","Live",3,23,"HL",1,"AH",7,"HL","45811",NA,"germinated",2
"WIL",23,"OH","Live",3,23,"HL",1,"AH",7,"HL","45811",NA,"burst",0
"WIL",23,"OH","Live",3,23,"HL",1,"AH",7,"HL","45811",NA,"missing",1
"SUM",23,"OH","Live",3,23,"HL",2,"HG",6,"SF","45806",NA,"germinated",2
"SUM",23,"OH","Live",3,23,"HL",2,"HG",6,"SF","45806",NA,"burst",0
"SUM",23,"OH","Live",3,23,"HL",2,"HG",6,"SF","45806",NA,"missing",2
"WIL",23,"OH","Live",3,23,"HL",2,"HG",3,"HL","45811","wet/mushy","germinated",3
"WIL",23,"OH","Live",3,23,"HL",2,"HG",3,"HL","45811","wet/mushy","burst",0
"WIL",23,"OH","Live",3,23,"HL",2,"HG",3,"HL","45811","wet/mushy","missing",4
"SUM",23,"OH","Live",3,23,"HL",3,"AH",9,"SF","45806",NA,"germinated",1
"SUM",23,"OH","Live",3,23,"HL",3,"AH",9,"SF","45806",NA,"burst",0
"SUM",23,"OH","Live",3,23,"HL",3,"AH",9,"SF","45806",NA,"missing",0
"WIL",23,"OH","Live",3,23,"HL",3,"OH",4,"HL","45811",NA,"germinated",6
"WIL",23,"OH","Live",3,23,"HL",3,"OH",4,"HL","45811",NA,"burst",0
"WIL",23,"OH","Live",3,23,"HL",3,"OH",4,"HL","45811",NA,"missing",0
"SUM",24,"NG","Live",3,24,"HL",1,"NG",8,"SF","45806",NA,"germinated",1
"SUM",24,"NG","Live",3,24,"HL",1,"NG",8,"SF","45806",NA,"burst",0
"SUM",24,"NG","Live",3,24,"HL",1,"NG",8,"SF","45806",NA,"missing",1
"WIL",24,"NG","Live",3,24,"HL",1,"RC",1,"HL","45810","very wet","germinated",8
"WIL",24,"NG","Live",3,24,"HL",1,"RC",1,"HL","45810","very wet","burst",0
"WIL",24,"NG","Live",3,24,"HL",1,"RC",1,"HL","45810","very wet","missing",1
"SUM",24,"NG","Live",3,24,"HL",2,"RC",6,"SF","45806","intact shriveled","germinated",4
"SUM",24,"NG","Live",3,24,"HL",2,"RC",6,"SF","45806","intact shriveled","burst",0
"SUM",24,"NG","Live",3,24,"HL",2,"RC",6,"SF","45806","intact shriveled","missing",0
"WIL",24,"NG","Live",3,24,"HL",2,"HR",3,"HL","45810",NA,"germinated",7
"WIL",24,"NG","Live",3,24,"HL",2,"HR",3,"HL","45810",NA,"burst",0
"WIL",24,"NG","Live",3,24,"HL",2,"HR",3,"HL","45810",NA,"missing",0
"SUM",24,"NG","Live",3,24,"HL",3,"HR",8,"SF","45806",NA,"germinated",2
"SUM",24,"NG","Live",3,24,"HL",3,"HR",8,"SF","45806",NA,"burst",0
"SUM",24,"NG","Live",3,24,"HL",3,"HR",8,"SF","45806",NA,"missing",0
"WIL",24,"NG","Live",3,24,"HL",3,"NG",4,"HL","45810",NA,"germinated",2
"WIL",24,"NG","Live",3,24,"HL",3,"NG",4,"HL","45810",NA,"burst",3
"WIL",24,"NG","Live",3,24,"HL",3,"NG",4,"HL","45810",NA,"missing",1
"SUM",25,"RC","Live",3,25,"HL",1,"TI",2,"SF","45799",NA,"germinated",5
"SUM",25,"RC","Live",3,25,"HL",1,"TI",2,"SF","45799",NA,"burst",2
"SUM",25,"RC","Live",3,25,"HL",1,"TI",2,"SF","45799",NA,"missing",1
"WIL",25,"RC","Live",3,25,"HL",1,"TI",3,"SF","45811","1 intact in two pieces","germinated",7
"WIL",25,"RC","Live",3,25,"HL",1,"TI",3,"SF","45811","1 intact in two pieces","burst",0
"WIL",25,"RC","Live",3,25,"HL",1,"TI",3,"SF","45811","1 intact in two pieces","missing",0
"SUM",25,"RC","Live",3,25,"HL",2,"NG",2,"SF","45799","intact shriveled","germinated",8
"SUM",25,"RC","Live",3,25,"HL",2,"NG",2,"SF","45799","intact shriveled","burst",0
"SUM",25,"RC","Live",3,25,"HL",2,"NG",2,"SF","45799","intact shriveled","missing",0
"WIL",25,"RC","Live",3,25,"HL",2,"NG",4,"SF","45811","extra seed","germinated",7
"WIL",25,"RC","Live",3,25,"HL",2,"NG",4,"SF","45811","extra seed","burst",0
"WIL",25,"RC","Live",3,25,"HL",2,"NG",4,"SF","45811","extra seed","missing",0
"SUM",25,"RC","Live",3,25,"HL",3,"BB",3,"SF","45799",NA,"germinated",7
"SUM",25,"RC","Live",3,25,"HL",3,"BB",3,"SF","45799",NA,"burst",0
"SUM",25,"RC","Live",3,25,"HL",3,"BB",3,"SF","45799",NA,"missing",0
"WIL",25,"RC","Live",3,25,"HL",3,"BB",6,"SF","45811","1 intact could be germ?","germinated",4
"WIL",25,"RC","Live",3,25,"HL",3,"BB",6,"SF","45811","1 intact could be germ?","burst",0
"WIL",25,"RC","Live",3,25,"HL",3,"BB",6,"SF","45811","1 intact could be germ?","missing",0
"SUM",26,"AH","Live",2,26,"HL",1,"AH",8,"SF","45798","black ""hair"" on intact","germinated",1
"SUM",26,"AH","Live",2,26,"HL",1,"AH",8,"SF","45798","black ""hair"" on intact","burst",0
"SUM",26,"AH","Live",2,26,"HL",1,"AH",8,"SF","45798","black ""hair"" on intact","missing",1
"WIL",26,"AH","Live",2,26,"HL",1,"RC",2,"HL","45811",NA,"germinated",5
"WIL",26,"AH","Live",2,26,"HL",1,"RC",2,"HL","45811",NA,"burst",2
"WIL",26,"AH","Live",2,26,"HL",1,"RC",2,"HL","45811",NA,"missing",1
"SUM",26,"AH","Live",2,26,"HL",2,"RC",6,"SF","45798",NA,"germinated",1
"SUM",26,"AH","Live",2,26,"HL",2,"RC",6,"SF","45798",NA,"burst",1
"SUM",26,"AH","Live",2,26,"HL",2,"RC",6,"SF","45798",NA,"missing",3
"WIL",26,"AH","Live",2,26,"HL",2,"AH",10,"HL","45811",NA,"germinated",0
"WIL",26,"AH","Live",2,26,"HL",2,"AH",10,"HL","45811",NA,"burst",0
"WIL",26,"AH","Live",2,26,"HL",2,"AH",10,"HL","45811",NA,"missing",0
"SUM",26,"AH","Live",2,26,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"SUM",26,"AH","Live",2,26,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"SUM",26,"AH","Live",2,26,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"WIL",26,"AH","Live",2,26,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"WIL",26,"AH","Live",2,26,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"WIL",26,"AH","Live",2,26,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"SUM",27,"TI","Live",3,27,"HL",1,"TI",1,"SF","45804",NA,"germinated",9
"SUM",27,"TI","Live",3,27,"HL",1,"TI",1,"SF","45804",NA,"burst",0
"SUM",27,"TI","Live",3,27,"HL",1,"TI",1,"SF","45804",NA,"missing",0
"WIL",27,"TI","Live",3,27,"HL",1,"HR",7,"HL","45811",NA,"germinated",3
"WIL",27,"TI","Live",3,27,"HL",1,"HR",7,"HL","45811",NA,"burst",0
"WIL",27,"TI","Live",3,27,"HL",1,"HR",7,"HL","45811",NA,"missing",0
"SUM",27,"TI","Live",3,27,"HL",2,"RC",8,"SF","45804",NA,"germinated",1
"SUM",27,"TI","Live",3,27,"HL",2,"RC",8,"SF","45804",NA,"burst",0
"SUM",27,"TI","Live",3,27,"HL",2,"RC",8,"SF","45804",NA,"missing",0
"WIL",27,"TI","Live",3,27,"HL",2,"TO",5,"HL","45811",NA,"germinated",5
"WIL",27,"TI","Live",3,27,"HL",2,"TO",5,"HL","45811",NA,"burst",0
"WIL",27,"TI","Live",3,27,"HL",2,"TO",5,"HL","45811",NA,"missing",0
"SUM",27,"TI","Live",3,27,"HL",3,"HR",3,"SF","45804",NA,"germinated",7
"SUM",27,"TI","Live",3,27,"HL",3,"HR",3,"SF","45804",NA,"burst",0
"SUM",27,"TI","Live",3,27,"HL",3,"HR",3,"SF","45804",NA,"missing",0
"WIL",27,"TI","Live",3,27,"HL",3,"RC",5,"HL","45811",NA,"germinated",3
"WIL",27,"TI","Live",3,27,"HL",3,"RC",5,"HL","45811",NA,"burst",2
"WIL",27,"TI","Live",3,27,"HL",3,"RC",5,"HL","45811",NA,"missing",0
"SUM",28,"HG","Live",3,28,"HL",1,"SR",2,"SF","45798","bag not sealed","germinated",4
"SUM",28,"HG","Live",3,28,"HL",1,"SR",2,"SF","45798","bag not sealed","burst",0
"SUM",28,"HG","Live",3,28,"HL",1,"SR",2,"SF","45798","bag not sealed","missing",4
"WIL",28,"HG","Live",3,28,"HL",1,"OH",5,"HL","45810",NA,"germinated",3
"WIL",28,"HG","Live",3,28,"HL",1,"OH",5,"HL","45810",NA,"burst",1
"WIL",28,"HG","Live",3,28,"HL",1,"OH",5,"HL","45810",NA,"missing",1
"SUM",28,"HG","Live",3,28,"HL",2,"CR",6,"SF","45798",NA,"germinated",4
"SUM",28,"HG","Live",3,28,"HL",2,"CR",6,"SF","45798",NA,"burst",0
"SUM",28,"HG","Live",3,28,"HL",2,"CR",6,"SF","45798",NA,"missing",0
"WIL",28,"HG","Live",3,28,"HL",2,"SR",3,"HL","45810","extra weird bag, had to guess a little bit","germinated",1
"WIL",28,"HG","Live",3,28,"HL",2,"SR",3,"HL","45810","extra weird bag, had to guess a little bit","burst",5
"WIL",28,"HG","Live",3,28,"HL",2,"SR",3,"HL","45810","extra weird bag, had to guess a little bit","missing",1
"SUM",28,"HG","Live",3,28,"HL",3,"OH",7,"SF","45798",NA,"germinated",2
"SUM",28,"HG","Live",3,28,"HL",3,"OH",7,"SF","45798",NA,"burst",0
"SUM",28,"HG","Live",3,28,"HL",3,"OH",7,"SF","45798",NA,"missing",1
"WIL",28,"HG","Live",3,28,"HL",3,"CR",8,"HL","45810",NA,"germinated",0
"WIL",28,"HG","Live",3,28,"HL",3,"CR",8,"HL","45810",NA,"burst",1
"WIL",28,"HG","Live",3,28,"HL",3,"CR",8,"HL","45810",NA,"missing",1
"SUM",29,"AH","Dead",2,29,"HL",1,"AH",5,"SF","45798",NA,"germinated",5
"SUM",29,"AH","Dead",2,29,"HL",1,"AH",5,"SF","45798",NA,"burst",0
"SUM",29,"AH","Dead",2,29,"HL",1,"AH",5,"SF","45798",NA,"missing",0
"WIL",29,"AH","Dead",2,29,"HL",1,"AH",7,"SF","45811","1 intact landed on counter, white dots","germinated",3
"WIL",29,"AH","Dead",2,29,"HL",1,"AH",7,"SF","45811","1 intact landed on counter, white dots","burst",0
"WIL",29,"AH","Dead",2,29,"HL",1,"AH",7,"SF","45811","1 intact landed on counter, white dots","missing",0
"SUM",29,"AH","Dead",2,29,"HL",2,"RC",2,"SF","45798","1 intact shriveled","germinated",8
"SUM",29,"AH","Dead",2,29,"HL",2,"RC",2,"SF","45798","1 intact shriveled","burst",0
"SUM",29,"AH","Dead",2,29,"HL",2,"RC",2,"SF","45798","1 intact shriveled","missing",0
"WIL",29,"AH","Dead",2,29,"HL",2,"RC",2,"SF","45811","1 intact shriveled","germinated",8
"WIL",29,"AH","Dead",2,29,"HL",2,"RC",2,"SF","45811","1 intact shriveled","burst",0
"WIL",29,"AH","Dead",2,29,"HL",2,"RC",2,"SF","45811","1 intact shriveled","missing",0
"SUM",29,"AH","Dead",2,29,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"SUM",29,"AH","Dead",2,29,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"SUM",29,"AH","Dead",2,29,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"WIL",29,"AH","Dead",2,29,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"WIL",29,"AH","Dead",2,29,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"WIL",29,"AH","Dead",2,29,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"SUM",30,"CR","Live",2,30,"HL",1,"TI",6,"SF","45798","intact super shriveled","germinated",4
"SUM",30,"CR","Live",2,30,"HL",1,"TI",6,"SF","45798","intact super shriveled","burst",0
"SUM",30,"CR","Live",2,30,"HL",1,"TI",6,"SF","45798","intact super shriveled","missing",0
"WIL",30,"CR","Live",2,30,"HL",1,"BB",5,"HL","45810",NA,"germinated",5
"WIL",30,"CR","Live",2,30,"HL",1,"BB",5,"HL","45810",NA,"burst",0
"WIL",30,"CR","Live",2,30,"HL",1,"BB",5,"HL","45810",NA,"missing",0
"SUM",30,"CR","Live",2,30,"HL",2,"BB",1,"SF","45798",NA,"germinated",9
"SUM",30,"CR","Live",2,30,"HL",2,"BB",1,"SF","45798",NA,"burst",0
"SUM",30,"CR","Live",2,30,"HL",2,"BB",1,"SF","45798",NA,"missing",0
"WIL",30,"CR","Live",2,30,"HL",2,"TI",3,"HL","45810","weird","germinated",7
"WIL",30,"CR","Live",2,30,"HL",2,"TI",3,"HL","45810","weird","burst",0
"WIL",30,"CR","Live",2,30,"HL",2,"TI",3,"HL","45810","weird","missing",0
"SUM",30,"CR","Live",2,30,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"SUM",30,"CR","Live",2,30,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"SUM",30,"CR","Live",2,30,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"WIL",30,"CR","Live",2,30,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"WIL",30,"CR","Live",2,30,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"WIL",30,"CR","Live",2,30,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"SUM",31,"SR","Live",2,31,"HL",1,"NG",1,"SF","45798",NA,"germinated",8
"SUM",31,"SR","Live",2,31,"HL",1,"NG",1,"SF","45798",NA,"burst",0
"SUM",31,"SR","Live",2,31,"HL",1,"NG",1,"SF","45798",NA,"missing",1
"WIL",31,"SR","Live",2,31,"HL",1,"missing",NA,NA,NA,NA,"germinated",NA
"WIL",31,"SR","Live",2,31,"HL",1,"missing",NA,NA,NA,NA,"burst",NA
"WIL",31,"SR","Live",2,31,"HL",1,"missing",NA,NA,NA,NA,"missing",NA
"SUM",31,"SR","Live",2,31,"HL",2,"BB",0,"SF","45798",NA,"germinated",0
"SUM",31,"SR","Live",2,31,"HL",2,"BB",0,"SF","45798",NA,"burst",0
"SUM",31,"SR","Live",2,31,"HL",2,"BB",0,"SF","45798",NA,"missing",0
"WIL",31,"SR","Live",2,31,"HL",2,"missing",NA,NA,NA,NA,"germinated",NA
"WIL",31,"SR","Live",2,31,"HL",2,"missing",NA,NA,NA,NA,"burst",NA
"WIL",31,"SR","Live",2,31,"HL",2,"missing",NA,NA,NA,NA,"missing",NA
"SUM",31,"SR","Live",2,31,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"SUM",31,"SR","Live",2,31,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"SUM",31,"SR","Live",2,31,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"WIL",31,"SR","Live",2,31,"HL",3,NA,NA,NA,NA,NA,"germinated",NA
"WIL",31,"SR","Live",2,31,"HL",3,NA,NA,NA,NA,NA,"burst",NA
"WIL",31,"SR","Live",2,31,"HL",3,NA,NA,NA,NA,NA,"missing",NA
"SUM",32,"NG","Dead",3,32,"HL",1,"NG",2,"SF","45804","extra seeds","germinated",9
"SUM",32,"NG","Dead",3,32,"HL",1,"NG",2,"SF","45804","extra seeds","burst",0
"SUM",32,"NG","Dead",3,32,"HL",1,"NG",2,"SF","45804","extra seeds","missing",0
"WIL",32,"NG","Dead",3,32,"HL",1,"RC",3,"HL","45812",NA,"germinated",3
"WIL",32,"NG","Dead",3,32,"HL",1,"RC",3,"HL","45812",NA,"burst",4
"WIL",32,"NG","Dead",3,32,"HL",1,"RC",3,"HL","45812",NA,"missing",0
"SUM",32,"NG","Dead",3,32,"HL",2,"RC",1,"SF","45804",NA,"germinated",7
"SUM",32,"NG","Dead",3,32,"HL",2,"RC",1,"SF","45804",NA,"burst",0
"SUM",32,"NG","Dead",3,32,"HL",2,"RC",1,"SF","45804",NA,"missing",2
"WIL",32,"NG","Dead",3,32,"HL",2,"HR",4,"HL","45811","1 intact broken","germinated",6
"WIL",32,"NG","Dead",3,32,"HL",2,"HR",4,"HL","45811","1 intact broken","burst",0
"WIL",32,"NG","Dead",3,32,"HL",2,"HR",4,"HL","45811","1 intact broken","missing",0
"SUM",32,"NG","Dead",3,32,"HL",3,"HR",4,"SF","45804",NA,"germinated",6
"SUM",32,"NG","Dead",3,32,"HL",3,"HR",4,"SF","45804",NA,"burst",0
"SUM",32,"NG","Dead",3,32,"HL",3,"HR",4,"SF","45804",NA,"missing",0
"WIL",32,"NG","Dead",3,32,"HL",3,"NG",7,"HL","45812",NA,"germinated",3
